transaction_id,customer_id,amount,previous_successes,previous_failures,customer_age_days,is_subscription,is_active,failure_reason,failed,recovered
T101165,C1282,431.53,8,3,444,0,1,technical_error,0,1
T101166,C1320,1232.42,2,1,223,0,0,authentication_failure,1,0
T101167,C1738,1466.95,7,4,629,0,1,insufficient_funds,0,1
T101168,C1443,1124.31,3,2,44,1,1,insufficient_funds,0,1
T101169,C1315,1299.07,6,2,390,0,1,authentication_failure,0,1
T101170,C1877,985.51,2,0,781,0,0,technical_error,0,1
T101171,C1741,1320.97,6,0,236,0,1,temporary_failure,0,1
T101172,C1377,1854.94,1,2,229,0,1,temporary_failure,0,1
T101173,C1289,1845.21,7,1,1173,1,0,technical_error,0,1
T101174,C1437,798.94,3,1,807,1,1,insufficient_funds,0,1
T101175,C1662,2660.64,6,1,274,1,0,authentication_failure,0,1
T101176,C1277,1506.93,0,2,796,0,1,checkout_abandoned,0,1
T101177,C1710,3375.03,5,0,345,0,0,checkout_abandoned,0,1
T101178,C1582,3923.17,5,4,970,0,1,authentication_failure,1,0
T101179,C1503,453.94,5,1,1312,0,0,insufficient_funds,0,1
T101180,C1624,703.26,5,0,341,0,1,insufficient_funds,1,0
T101181,C1516,2465.53,5,2,782,1,1,checkout_abandoned,0,1
T101182,C1350,384.26,2,0,733,0,1,technical_error,1,1
T101183,C1843,3885.99,6,0,1228,0,1,temporary_failure,0,1
T101184,C1446,1034.93,5,2,640,1,0,expired_method,1,0
T101185,C1830,2061.68,7,0,715,1,1,expired_method,0,1
T101186,C1350,1227.47,4,1,1076,0,1,authentication_failure,0,1
T101187,C1607,471.4,9,1,989,0,1,expired_method,0,1
T101188,C1664,2956.2,4,1,1291,1,1,expired_method,0,1
T101189,C1823,10541.15,2,1,697,0,1,temporary_failure,0,1
T101190,C1137,910.27,5,2,451,1,1,checkout_abandoned,0,1
T101191,C1759,1051.77,5,0,1329,0,1,insufficient_funds,0,1
T101192,C1899,183.68,6,2,620,0,0,expired_method,0,1
T101193,C1243,3690.91,5,1,446,0,1,insufficient_funds,0,1
T101194,C1543,2654.0,2,1,968,0,1,temporary_failure,0,1
T101195,C1040,365.02,8,1,911,1,1,expired_method,0,1
T101196,C1229,284.67,4,1,1431,1,1,checkout_abandoned,0,1
T101197,C1548,310.47,6,1,1158,1,0,checkout_abandoned,0,1
T101198,C1223,2173.03,6,0,810,0,0,checkout_abandoned,0,1
T101199,C1006,2341.96,5,1,1397,1,1,insufficient_funds,0,1
T101200,C1322,670.15,6,0,1180,1,1,expired_method,0,1
T101201,C1468,1947.78,4,2,1493,1,1,checkout_abandoned,0,1
T101202,C1732,1508.93,9,0,180,0,1,temporary_failure,0,1
T101203,C1075,1016.93,4,0,319,1,0,checkout_abandoned,1,0
T101204,C1004,2772.9,6,2,988,0,1,technical_error,0,1
T101205,C1847,542.56,7,5,361,1,1,expired_method,0,1
T101206,C1646,3167.36,4,0,869,0,0,temporary_failure,0,1
T101207,C1118,775.58,1,1,1381,1,1,insufficient_funds,0,1
T101208,C1881,5095.7,4,1,1384,1,0,temporary_failure,0,1
T101209,C1606,630.19,4,2,1005,0,1,technical_error,0,1
T101210,C1504,1028.98,6,3,150,0,1,expired_method,1,1
T101211,C1574,1399.6,4,0,1203,0,1,expired_method,0,1
T101212,C1441,1393.03,1,0,1258,1,0,technical_error,0,1
T101213,C1194,1935.5,3,3,755,1,0,temporary_failure,0,1
T101214,C1847,510.68,12,1,230,0,1,technical_error,0,1
T101215,C1715,1302.47,1,0,1398,1,1,temporary_failure,0,1
T101216,C1392,1485.64,3,0,752,0,0,technical_error,0,1
T101217,C1026,901.62,5,4,849,0,0,expired_method,1,0
T101218,C1435,1813.55,4,0,122,0,0,expired_method,0,1
T101219,C1173,487.95,6,0,1282,0,1,insufficient_funds,0,1
T101220,C1300,1048.55,5,2,1482,1,0,expired_method,0,1
T101221,C1645,761.36,3,2,1081,1,1,temporary_failure,0,1
T101222,C1326,1050.93,8,2,1384,0,1,expired_method,0,1
T101223,C1410,3965.06,5,2,1117,1,1,checkout_abandoned,0,1
T101224,C1118,4023.24,7,1,685,1,0,checkout_abandoned,0,1
T101225,C1836,3473.13,3,0,182,0,0,checkout_abandoned,0,1
T101226,C1787,947.01,10,0,154,0,1,checkout_abandoned,0,1
T101227,C1724,2645.76,9,0,771,1,1,temporary_failure,0,1
T101228,C1225,1457.2,7,0,1484,1,1,insufficient_funds,0,1
T101229,C1532,1386.02,4,1,554,0,0,temporary_failure,1,1
T101230,C1113,1263.93,2,1,330,0,1,temporary_failure,1,1
T101231,C1140,5008.11,5,1,1181,1,0,checkout_abandoned,1,1
T101232,C1559,3730.8,6,3,715,0,1,checkout_abandoned,0,1
T101233,C1001,2341.79,7,2,135,1,0,checkout_abandoned,0,1
T101234,C1090,1178.83,6,2,921,0,1,technical_error,0,1
T101235,C1654,1379.77,8,4,684,0,1,authentication_failure,1,0
T101236,C1320,1994.05,3,1,1499,0,1,technical_error,0,1
T101237,C1550,905.78,4,1,1162,0,1,insufficient_funds,0,1
T101238,C1805,2707.38,3,3,692,0,1,technical_error,0,1
T101239,C1894,671.2,7,2,1026,0,1,temporary_failure,0,1
T101240,C1139,1797.02,6,1,1108,1,1,temporary_failure,0,1
T101241,C1511,240.5,7,1,225,0,1,authentication_failure,0,1
T101242,C1868,886.28,5,0,752,1,1,temporary_failure,0,1
T101243,C1845,6363.02,4,1,246,1,1,temporary_failure,0,1
T101244,C1259,2913.6,5,3,105,1,1,temporary_failure,0,1
T101245,C1673,4236.96,5,0,1216,0,1,checkout_abandoned,0,1
T101246,C1690,812.02,3,2,921,1,0,technical_error,1,1
T101247,C1010,1447.84,4,1,1228,1,0,expired_method,1,1
T101248,C1261,3503.42,6,2,1283,0,1,technical_error,1,1
T101249,C1650,2153.44,10,3,1480,0,1,checkout_abandoned,0,1
T101250,C1172,1961.42,5,0,81,0,0,expired_method,0,1
T101251,C1898,4550.25,2,2,927,0,1,authentication_failure,0,1
T101252,C1013,613.79,7,0,961,1,1,technical_error,0,1
T101253,C1168,1166.57,3,2,61,1,1,checkout_abandoned,0,1
T101254,C1642,359.4,3,0,986,1,1,expired_method,0,1
T101255,C1596,589.14,6,2,164,0,1,expired_method,0,1
T101256,C1321,2997.82,6,1,329,1,1,checkout_abandoned,0,1
T101257,C1319,673.16,6,1,310,0,1,insufficient_funds,0,1
T101258,C1613,2325.39,3,1,204,0,1,temporary_failure,1,1
T101259,C1329,4646.47,7,0,1059,1,1,expired_method,0,1
T101260,C1785,1172.09,11,0,1260,0,1,authentication_failure,0,1
T101261,C1777,1978.11,9,0,1430,0,0,temporary_failure,0,1
T101262,C1550,2339.01,6,0,218,1,1,authentication_failure,0,1
T101263,C1419,535.86,3,2,1447,1,1,checkout_abandoned,0,1
T101264,C1606,843.59,3,2,742,0,1,expired_method,0,1
T101265,C1095,630.97,4,0,855,1,1,expired_method,0,1
T101266,C1817,895.57,8,1,807,0,0,technical_error,1,1
T101267,C1581,2291.78,4,2,1006,1,1,checkout_abandoned,0,1
T101268,C1318,857.14,5,1,262,0,1,checkout_abandoned,0,1
T101269,C1236,1304.58,10,1,1461,1,1,insufficient_funds,1,1
T101270,C1334,612.87,7,1,953,1,1,temporary_failure,0,1
T101271,C1885,3360.4,5,0,623,0,0,authentication_failure,1,0
T101272,C1376,889.95,5,3,1298,1,1,checkout_abandoned,0,1
T101273,C1459,4197.46,3,0,1209,1,0,temporary_failure,0,1
T101274,C1137,1402.06,6,2,1385,0,1,temporary_failure,0,1
T101275,C1588,466.26,4,1,193,1,1,insufficient_funds,1,0
T101276,C1547,1178.18,4,1,1357,1,0,insufficient_funds,0,1
T101277,C1513,603.6,1,3,508,0,1,technical_error,1,1
T101278,C1296,2083.93,8,2,1226,0,1,temporary_failure,0,1
T101279,C1320,1101.0,0,1,866,0,1,expired_method,0,1
T101280,C1572,1513.84,4,1,1009,0,1,checkout_abandoned,0,1
T101281,C1832,1015.35,7,0,495,0,0,authentication_failure,0,1
T101282,C1349,883.15,7,2,204,0,1,insufficient_funds,0,1
T101283,C1840,645.34,7,0,1054,1,1,checkout_abandoned,0,1
T101284,C1779,2507.82,2,0,1367,1,1,temporary_failure,0,1
T101285,C1873,1176.31,7,1,807,1,1,technical_error,0,1
T101286,C1229,1057.84,3,1,1088,1,0,temporary_failure,1,1
T101287,C1270,1154.4,6,1,1035,0,1,temporary_failure,1,1
T101288,C1828,805.01,4,1,313,1,0,expired_method,0,1
T101289,C1798,1060.49,2,1,1174,0,1,checkout_abandoned,0,1
T101290,C1291,1562.78,2,1,98,0,1,expired_method,0,1
T101291,C1725,616.71,3,1,889,0,1,temporary_failure,0,1
T101292,C1165,687.45,1,1,1017,0,1,temporary_failure,0,1
T101293,C1005,3765.79,8,0,595,0,1,expired_method,0,1
T101294,C1851,1020.38,5,0,314,0,1,temporary_failure,0,1
T101295,C1379,885.66,5,0,1198,1,1,expired_method,0,1
T101296,C1078,488.87,6,3,1250,0,1,temporary_failure,1,1
T101297,C1410,2535.15,1,0,1397,0,0,expired_method,0,1
T101298,C1574,606.71,4,0,540,1,1,insufficient_funds,1,1
T101299,C1132,1324.16,1,0,293,0,0,checkout_abandoned,0,1
T101300,C1601,371.99,1,2,1395,1,1,expired_method,1,1
T101301,C1749,2474.09,5,1,1401,0,1,insufficient_funds,0,1
T101302,C1042,3237.78,1,4,450,0,1,checkout_abandoned,1,0
T101303,C1089,1926.37,4,0,1478,0,1,technical_error,0,1
T101304,C1402,423.75,7,3,1410,0,1,insufficient_funds,1,0
T101305,C1296,2512.6,4,0,197,0,0,insufficient_funds,0,1
T101306,C1840,720.17,4,0,856,0,0,authentication_failure,0,1
T101307,C1295,556.56,4,0,972,1,1,insufficient_funds,0,1
T101308,C1616,1004.66,1,4,1417,0,1,temporary_failure,0,1
T101309,C1526,989.77,6,0,1461,0,1,insufficient_funds,0,1
T101310,C1800,917.1,3,0,1191,1,1,technical_error,0,1
T101311,C1691,3481.63,4,1,754,1,1,authentication_failure,0,1
T101312,C1637,6056.39,5,2,636,0,0,expired_method,0,1
T101313,C1422,479.69,8,1,1258,0,0,technical_error,0,1
T101314,C1865,799.01,3,4,566,0,0,expired_method,0,1
T101315,C1023,1490.79,4,1,1008,1,1,expired_method,1,1
T101316,C1575,1000.71,2,0,639,1,1,authentication_failure,1,0
T101317,C1143,1807.23,3,1,381,1,1,insufficient_funds,0,1
T101318,C1665,2662.42,2,2,318,1,1,expired_method,0,1
T101319,C1145,2349.66,6,3,1392,0,0,insufficient_funds,0,1
T101320,C1225,2116.04,5,0,111,0,0,expired_method,1,0
T101321,C1503,4648.6,2,2,1493,1,1,checkout_abandoned,0,1
T101322,C1821,406.79,0,1,141,0,1,temporary_failure,0,1
T101323,C1616,4064.64,4,3,211,1,1,checkout_abandoned,0,1
T101324,C1104,982.65,4,0,1320,0,1,temporary_failure,0,1
T101325,C1039,2413.53,8,0,1180,0,1,expired_method,1,1
T101326,C1198,618.78,4,1,303,1,1,expired_method,0,1
T101327,C1646,677.65,3,1,42,1,1,technical_error,1,0
T101328,C1579,2200.83,6,3,27,1,0,authentication_failure,1,0
T101329,C1391,315.28,4,0,881,1,0,checkout_abandoned,0,1
T101330,C1179,2813.21,7,0,681,0,1,insufficient_funds,0,1
T101331,C1554,3446.01,5,0,1148,1,1,technical_error,0,1
T101332,C1448,1530.48,5,3,217,1,1,temporary_failure,0,1
T101333,C1500,1489.69,5,1,170,0,1,authentication_failure,0,1
T101334,C1015,716.78,4,4,1323,1,1,checkout_abandoned,0,1
T101335,C1623,2221.28,6,2,328,1,1,authentication_failure,0,1
T101336,C1669,1738.45,2,1,471,1,1,technical_error,0,1
T101337,C1289,671.07,5,0,918,0,1,authentication_failure,0,1
T101338,C1478,998.64,4,1,61,1,1,checkout_abandoned,0,1
T101339,C1231,1188.56,9,0,61,0,1,temporary_failure,0,1
T101340,C1420,997.65,2,0,1204,0,1,expired_method,0,1
T101341,C1157,481.94,7,2,627,1,1,insufficient_funds,0,1
T101342,C1550,2262.59,4,1,619,0,1,technical_error,0,1
T101343,C1441,1115.84,4,1,1478,0,1,insufficient_funds,0,1
T101344,C1097,1354.96,7,1,140,0,0,authentication_failure,0,1
T101345,C1411,868.09,6,3,973,0,1,expired_method,0,1
T101346,C1289,1913.05,5,1,232,1,1,checkout_abandoned,0,1
T101347,C1254,1554.68,4,2,324,0,1,temporary_failure,0,1
T101348,C1196,3326.21,2,2,846,0,1,authentication_failure,0,1
T101349,C1598,1920.71,4,2,1159,0,1,insufficient_funds,0,1
T101350,C1834,1150.54,4,1,521,1,1,insufficient_funds,0,1
T101351,C1522,769.09,3,3,139,1,1,checkout_abandoned,1,1
T101352,C1517,2564.36,5,0,717,1,1,temporary_failure,0,1
T101353,C1635,1083.63,3,1,1077,0,1,checkout_abandoned,1,1
T101354,C1842,1177.57,3,5,1417,1,1,expired_method,0,1
T101355,C1865,1177.35,3,2,197,0,0,checkout_abandoned,1,0
T101356,C1118,991.08,5,2,253,0,1,expired_method,0,1
T101357,C1806,1192.84,5,2,932,0,0,temporary_failure,1,1
T101358,C1159,5679.71,4,1,612,0,1,expired_method,0,1
T101359,C1815,610.41,4,2,944,0,1,checkout_abandoned,0,1
T101360,C1228,727.14,6,3,943,1,0,checkout_abandoned,0,1
T101361,C1877,3782.89,10,2,328,0,1,insufficient_funds,0,1
T101362,C1216,1011.2,8,0,963,1,1,technical_error,0,1
T101363,C1696,955.31,1,1,283,0,1,insufficient_funds,0,1
T101364,C1015,2910.7,7,0,772,1,1,expired_method,0,1
T101365,C1157,461.67,4,1,934,0,0,temporary_failure,0,1
T101366,C1648,2480.19,6,2,80,0,1,temporary_failure,0,1
T101367,C1261,1386.05,4,3,33,0,0,expired_method,1,1
T101368,C1157,1898.09,7,3,1327,0,1,temporary_failure,0,1
T101369,C1047,1871.55,5,2,143,1,1,insufficient_funds,0,1
T101370,C1324,836.32,2,2,1437,1,1,technical_error,0,1
T101371,C1844,2946.54,1,0,767,0,1,insufficient_funds,0,1
T101372,C1685,886.6,10,0,947,0,1,insufficient_funds,0,1
T101373,C1130,1820.08,3,0,211,0,1,expired_method,0,1
T101374,C1411,3389.01,6,2,170,0,1,temporary_failure,0,1
T101375,C1095,3767.54,2,0,1079,1,0,expired_method,0,1
T101376,C1627,1096.26,4,1,507,0,0,insufficient_funds,1,0
T101377,C1755,1895.72,8,3,1471,0,1,authentication_failure,1,1
T101378,C1292,1022.89,6,1,114,0,0,expired_method,1,1
T101379,C1794,8759.09,3,2,956,0,0,expired_method,0,1
T101380,C1811,2404.49,3,0,1118,1,1,insufficient_funds,0,1
T101381,C1283,1426.59,5,1,1110,0,1,checkout_abandoned,0,1
T101382,C1069,1693.28,5,0,534,0,1,expired_method,1,1
T101383,C1660,1817.7,5,1,831,1,0,expired_method,0,1
T101384,C1011,1858.56,6,0,917,0,1,checkout_abandoned,1,1
T101385,C1254,1118.79,2,0,993,0,1,insufficient_funds,0,1
T101386,C1842,996.51,9,1,300,0,1,technical_error,1,1
T101387,C1872,1195.25,8,5,348,1,1,temporary_failure,0,1
T101388,C1550,569.77,6,1,22,1,1,checkout_abandoned,0,1
T101389,C1134,2295.5,8,2,543,1,1,temporary_failure,0,1
T101390,C1712,734.16,2,2,561,1,1,authentication_failure,0,1
T101391,C1023,604.88,5,1,1406,0,1,expired_method,0,1
T101392,C1815,1325.09,8,2,136,0,1,temporary_failure,1,1
T101393,C1346,1214.89,4,1,784,1,1,authentication_failure,0,1
T101394,C1302,1615.22,2,1,1256,0,0,insufficient_funds,0,1
T101395,C1363,874.67,4,0,1022,0,1,insufficient_funds,0,1
T101396,C1396,997.84,2,0,832,1,1,authentication_failure,0,1
T101397,C1218,2250.91,2,1,980,0,1,expired_method,1,1
T101398,C1141,2150.41,4,5,231,0,0,authentication_failure,0,1
T101399,C1616,2084.21,4,1,406,1,1,temporary_failure,0,1
T101400,C1210,1373.99,4,0,108,1,1,checkout_abandoned,0,1
T101401,C1623,1520.34,10,2,1437,0,1,insufficient_funds,0,1
T101402,C1616,1592.13,6,1,1268,0,1,insufficient_funds,0,1
T101403,C1828,818.91,7,2,1219,0,1,temporary_failure,0,1
T101404,C1683,4046.21,1,1,288,0,1,expired_method,1,1
T101405,C1460,3636.19,9,2,702,1,1,expired_method,0,1
T101406,C1356,2430.09,6,1,797,1,1,expired_method,0,1
T101407,C1324,973.21,6,0,385,0,1,technical_error,1,1
T101408,C1133,2006.92,4,1,1436,1,0,technical_error,0,1
T101409,C1888,2789.95,6,2,245,1,1,insufficient_funds,0,1
T101410,C1805,535.18,3,1,667,1,1,temporary_failure,0,1
T101411,C1840,4773.73,9,1,77,0,1,technical_error,1,1
T101412,C1127,363.38,4,1,977,0,1,checkout_abandoned,0,1
T101413,C1106,2272.09,7,2,823,1,1,temporary_failure,0,1
T101414,C1604,3983.68,3,1,1209,1,1,insufficient_funds,0,1
T101415,C1799,1230.53,10,1,593,0,0,authentication_failure,1,1
T101416,C1378,1196.49,3,1,1486,1,1,temporary_failure,0,1
T101417,C1051,2210.0,7,0,626,1,1,temporary_failure,0,1
T101418,C1029,5371.76,7,1,881,1,1,insufficient_funds,0,1
T101419,C1462,1084.85,4,2,827,0,0,temporary_failure,0,1
T101420,C1296,745.67,5,1,62,1,0,temporary_failure,0,1
T101421,C1297,974.74,5,1,991,1,0,temporary_failure,0,1
T101422,C1726,418.06,8,1,1362,1,1,technical_error,1,1
T101423,C1779,2626.27,7,0,1300,1,0,checkout_abandoned,0,1
T101424,C1407,910.9,7,1,725,0,1,insufficient_funds,0,1
T101425,C1769,1145.67,3,0,401,0,1,insufficient_funds,0,1
T101426,C1814,2649.74,4,0,1065,0,1,authentication_failure,0,1
T101427,C1613,1009.61,3,1,200,0,0,insufficient_funds,1,0
T101428,C1405,2366.86,5,0,1220,0,0,temporary_failure,0,1
T101429,C1346,614.88,6,5,840,0,0,checkout_abandoned,0,1
T101430,C1622,2749.13,6,1,1434,1,0,temporary_failure,0,1
T101431,C1420,1730.96,7,1,1187,1,1,insufficient_funds,0,1
T101432,C1182,1253.34,1,4,60,0,0,technical_error,0,1
T101433,C1825,1477.59,2,3,1322,1,1,temporary_failure,0,1
T101434,C1001,510.26,6,0,547,0,1,checkout_abandoned,0,1
T101435,C1831,1452.44,4,1,287,0,1,temporary_failure,0,1
T101436,C1567,1204.41,9,2,460,1,0,technical_error,1,1
T101437,C1371,520.83,5,0,343,0,0,authentication_failure,0,1
T101438,C1661,809.72,5,1,1243,0,1,technical_error,0,1
T101439,C1431,1215.69,2,0,774,0,1,authentication_failure,0,1
T101440,C1309,849.4,5,3,515,1,1,expired_method,0,1
T101441,C1137,219.4,6,2,491,0,1,technical_error,0,1
T101442,C1202,3002.77,5,2,369,0,1,authentication_failure,0,1
T101443,C1436,1204.03,5,4,712,0,1,insufficient_funds,0,1
T101444,C1313,243.36,5,0,154,1,1,insufficient_funds,0,1
T101445,C1117,6642.36,9,0,562,0,1,expired_method,0,1
T101446,C1666,3398.35,3,1,85,0,1,insufficient_funds,0,1
T101447,C1803,1030.98,2,1,682,0,1,expired_method,0,1
T101448,C1575,712.03,3,2,297,0,1,technical_error,0,1
T101449,C1244,1812.37,3,1,1182,0,0,temporary_failure,0,1
T101450,C1537,1558.91,4,1,1470,0,1,insufficient_funds,0,1
T101451,C1602,2011.36,3,1,1367,1,1,checkout_abandoned,1,1
T101452,C1075,713.57,3,1,1099,0,1,temporary_failure,0,1
T101453,C1806,3051.32,2,0,1210,0,1,expired_method,0,1
T101454,C1386,939.08,4,1,1360,1,0,temporary_failure,0,1
T101455,C1210,2231.82,7,0,552,0,1,authentication_failure,0,1
T101456,C1475,736.78,1,1,946,1,1,expired_method,0,1
T101457,C1418,9760.59,6,2,977,0,0,technical_error,1,0
T101458,C1347,2256.66,4,3,208,1,1,authentication_failure,1,0
T101459,C1529,11651.31,5,2,429,1,1,insufficient_funds,0,1
T101460,C1640,2491.65,2,1,1107,0,1,technical_error,0,1
T101461,C1876,879.1,10,2,1456,0,1,expired_method,0,1
T101462,C1763,2494.98,4,1,120,0,1,insufficient_funds,0,1
T101463,C1179,2631.83,6,2,103,1,1,insufficient_funds,0,1
T101464,C1182,1772.23,7,0,886,0,1,temporary_failure,0,1
T101465,C1664,2149.08,3,1,369,1,0,technical_error,0,1
T101466,C1025,2371.54,3,1,1202,1,0,checkout_abandoned,0,1
T101467,C1180,635.71,9,0,306,0,1,technical_error,0,1
T101468,C1710,602.66,7,0,270,1,1,technical_error,0,1
T101469,C1501,738.29,6,0,734,0,0,insufficient_funds,1,0
T101470,C1856,1473.88,10,1,327,0,1,checkout_abandoned,0,1
T101471,C1161,1133.0,7,0,281,0,1,insufficient_funds,1,1
T101472,C1177,644.4,3,1,217,0,1,technical_error,1,0
T101473,C1285,2395.83,9,0,1377,0,0,expired_method,1,1
T101474,C1063,1656.2,2,1,887,0,1,temporary_failure,0,1
T101475,C1662,1520.35,8,6,412,1,0,temporary_failure,1,0
T101476,C1666,1103.79,3,1,1116,1,0,temporary_failure,0,1
T101477,C1156,1008.61,3,1,1273,1,1,insufficient_funds,0,1
T101478,C1882,712.66,5,1,452,1,0,temporary_failure,0,1
T101479,C1469,2698.11,3,1,618,1,1,expired_method,0,1
T101480,C1049,790.27,5,1,1102,0,1,temporary_failure,0,1
T101481,C1849,1567.2,6,2,478,0,1,insufficient_funds,0,1
T101482,C1084,4658.77,7,2,819,0,0,expired_method,1,1
T101483,C1361,1043.99,7,0,833,0,0,insufficient_funds,1,0
T101484,C1689,2753.22,6,0,952,1,1,temporary_failure,0,1
T101485,C1148,2051.92,3,1,1374,1,1,insufficient_funds,0,1
T101486,C1630,1691.89,7,2,885,1,1,temporary_failure,0,1
T101487,C1342,1849.67,3,2,470,0,1,temporary_failure,0,1
T101488,C1476,1247.4,5,1,1467,1,0,expired_method,0,1
T101489,C1063,1374.83,5,3,1374,1,0,technical_error,1,1
T101490,C1701,887.95,1,0,1491,0,1,checkout_abandoned,0,1
T101491,C1360,1381.73,1,2,100,0,0,technical_error,1,0
T101492,C1561,863.57,4,0,298,1,1,insufficient_funds,0,1
T101493,C1327,2847.63,4,1,803,0,1,expired_method,0,1
T101494,C1769,374.42,4,1,1306,1,1,technical_error,0,1
T101495,C1736,1921.36,3,1,1014,1,1,expired_method,0,1
T101496,C1141,1724.06,9,0,600,0,0,temporary_failure,1,1
T101497,C1215,1610.84,2,1,565,0,1,checkout_abandoned,1,1
T101498,C1435,2888.16,11,3,592,1,0,temporary_failure,0,1
T101499,C1891,1080.75,4,0,557,1,0,checkout_abandoned,1,1
T101500,C1723,1622.26,6,0,567,0,0,temporary_failure,0,1
T101501,C1318,369.66,3,0,955,0,1,temporary_failure,0,1
T101502,C1032,980.94,4,1,233,0,1,insufficient_funds,0,1
T101503,C1670,2544.79,3,0,780,1,1,temporary_failure,0,1
T101504,C1285,490.6,2,1,1058,0,0,technical_error,1,1
T101505,C1305,1509.91,5,2,686,0,0,checkout_abandoned,0,1
T101506,C1429,805.82,2,1,173,1,1,expired_method,0,1
T101507,C1477,1232.45,5,3,300,0,1,authentication_failure,0,1
T101508,C1286,842.81,7,2,54,1,0,checkout_abandoned,0,1
T101509,C1144,525.63,7,1,377,1,1,checkout_abandoned,0,1
T101510,C1424,1789.16,5,4,1244,0,0,expired_method,1,1
T101511,C1019,1290.52,3,1,746,0,1,technical_error,0,1
T101512,C1018,2120.64,7,1,155,0,0,technical_error,0,1
T101513,C1769,2430.44,6,1,932,0,1,temporary_failure,0,1
T101514,C1590,3357.47,5,1,359,1,1,technical_error,0,1
T101515,C1371,1480.47,5,1,808,0,1,checkout_abandoned,0,1
T101516,C1175,3468.46,6,2,844,0,0,technical_error,0,1
T101517,C1194,644.3,4,0,1439,0,1,insufficient_funds,1,1
T101518,C1502,2648.42,5,1,957,0,1,authentication_failure,0,1
T101519,C1113,1890.4,3,0,1043,0,1,expired_method,0,1
T101520,C1114,1595.3,4,2,529,1,0,checkout_abandoned,0,1
T101521,C1222,1869.73,5,3,1067,0,1,authentication_failure,0,1
T101522,C1678,651.61,3,2,243,0,1,insufficient_funds,1,0
T101523,C1831,545.9,6,0,1214,1,1,authentication_failure,0,1
T101524,C1644,4828.89,4,1,533,1,1,insufficient_funds,0,1
T101525,C1897,1180.22,4,3,759,0,1,checkout_abandoned,1,0
T101526,C1264,1167.66,3,0,962,0,1,technical_error,0,1
T101527,C1055,585.97,1,0,395,0,0,checkout_abandoned,1,1
T101528,C1871,440.83,8,2,282,0,1,expired_method,0,1
T101529,C1643,1253.58,4,3,853,1,1,technical_error,0,1
T101530,C1800,1036.71,4,1,336,0,1,authentication_failure,0,1
T101531,C1778,1341.17,7,0,344,1,1,expired_method,0,1
T101532,C1458,1429.91,4,1,523,1,1,temporary_failure,0,1
T101533,C1878,8665.42,4,1,36,1,0,technical_error,1,1
T101534,C1162,1039.05,9,2,674,0,1,authentication_failure,0,1
T101535,C1380,4380.66,9,3,149,0,0,expired_method,0,1
T101536,C1087,4589.46,9,0,104,0,1,insufficient_funds,0,1
T101537,C1055,2357.17,3,2,177,1,1,expired_method,0,1
T101538,C1476,1122.88,6,1,37,0,0,technical_error,0,1
T101539,C1800,482.46,8,3,593,0,1,insufficient_funds,0,1
T101540,C1178,1916.89,5,1,1023,0,1,insufficient_funds,0,1
T101541,C1391,2875.87,7,1,317,0,1,checkout_abandoned,0,1
T101542,C1349,4967.97,9,0,1431,1,0,expired_method,0,1
T101543,C1008,656.9,2,1,143,1,1,temporary_failure,0,1
T101544,C1833,1115.83,7,1,795,1,0,checkout_abandoned,0,1
T101545,C1313,659.91,7,1,1326,1,1,technical_error,0,1
T101546,C1759,832.88,2,2,713,0,1,temporary_failure,0,1
T101547,C1835,2204.58,5,3,504,0,1,technical_error,1,0
T101548,C1443,804.74,10,2,364,0,1,insufficient_funds,0,1
T101549,C1767,721.84,5,0,556,0,1,expired_method,0,1
T101550,C1328,2435.11,7,1,647,0,1,temporary_failure,0,1
T101551,C1054,1878.17,3,1,1050,1,0,temporary_failure,0,1
T101552,C1761,1741.51,3,1,119,1,1,expired_method,0,1
T101553,C1239,820.85,5,1,19,1,0,temporary_failure,0,1
T101554,C1229,3532.52,4,3,572,0,0,temporary_failure,0,1
T101555,C1579,1354.07,5,1,1145,0,1,checkout_abandoned,0,1
T101556,C1051,7983.58,6,2,858,1,1,authentication_failure,0,1
T101557,C1609,1511.53,5,0,758,1,1,checkout_abandoned,0,1
T101558,C1604,232.76,4,1,1353,0,1,temporary_failure,0,1
T101559,C1264,225.11,4,3,1322,0,1,temporary_failure,1,1
T101560,C1418,2138.72,7,1,618,0,1,insufficient_funds,0,1
T101561,C1803,3552.37,3,1,475,1,1,expired_method,0,1
T101562,C1096,744.07,4,1,1413,0,0,checkout_abandoned,0,1
T101563,C1088,6475.2,6,3,186,0,1,insufficient_funds,0,1
T101564,C1078,4662.23,3,1,1397,1,1,technical_error,0,1
T101565,C1288,1568.55,4,2,1160,1,1,temporary_failure,0,1
T101566,C1120,2007.39,2,1,1296,0,1,expired_method,0,1
T101567,C1814,2619.92,7,2,995,0,0,insufficient_funds,0,1
T101568,C1491,5527.53,7,0,889,1,1,temporary_failure,0,1
T101569,C1452,2234.12,5,0,970,0,1,authentication_failure,0,1
T101570,C1500,1542.17,3,3,904,0,0,temporary_failure,1,1
T101571,C1165,2217.7,4,2,1479,1,1,checkout_abandoned,0,1
T101572,C1182,2004.24,7,1,1492,1,1,temporary_failure,0,1
T101573,C1469,2679.29,5,0,275,0,1,technical_error,0,1
T101574,C1735,412.6,4,1,1320,1,1,temporary_failure,0,1
T101575,C1823,1697.46,4,3,34,0,0,insufficient_funds,0,1
